id,target
9477,1
9478,0
9479,0
9483,0
9487,0
9494,1
9497,1
9498,1
9506,0
9512,1
9514,1
9515,1
9516,0
9517,1
9518,1
9521,1
9523,1
9527,0
9528,1
9530,0
9532,1
9534,0
9535,0
9536,1
9543,1
9544,0
9545,1
9546,0
9549,1
9558,1
9560,1
9561,1
9570,1
9573,0
9578,1
9584,1
9587,1
9588,1
9599,1
9601,1
9604,1
9614,0
9615,1
9621,1
9622,0
9623,0
9624,0
9626,1
9628,0
9630,1
9631,1
9633,0
9635,1
9637,0
9641,1
9647,1
9648,1
9649,0
9658,1
9662,1
9668,0
9671,0
9676,1
9677,1
9679,1
9682,0
9685,1
9689,1
9692,1
9693,1
9694,0
9696,0
9700,0
9711,0
9713,0
9720,0
9721,1
9725,0
9726,0
9727,1
9735,0
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,0
9767,1
9768,1
9773,0
9777,1
9781,1
9784,0
9786,0
9789,1
9792,0
9793,0
9798,1
9799,0
9802,1
9803,0
9804,0
9805,1
9807,1
9809,1
9811,1
9814,1
9817,1
9821,0
9824,1
9825,1
9827,1
9839,0
9840,1
9843,1
9844,0
9845,0
9847,0
9848,1
9851,0
9852,1
9855,1
9856,1
9863,1
9867,1
9871,1
9876,0
9879,1
9882,0
9891,1
9892,1
9893,1
9895,1
9899,0
9900,1
9902,1
9903,1
9904,1
9908,0
9913,0
9914,0
9917,1
9922,0
9924,0
9926,1
9927,0
9928,1
9929,0
9936,0
9939,0
9947,0
9951,0
9954,1
9956,1
9957,1
9959,0
9962,1
9964,0
9966,1
9968,1
9969,1
9970,1
9975,1
9977,1
9981,1
9993,0
9996,0
9997,0
9999,0
10002,0
10007,1
10015,1
10019,1
10022,1
10024,1
10026,1
10033,1
10043,1
10046,1
10051,1
10053,1
10062,0
10063,0
10065,0
10068,0
10078,1
10086,1
10094,0
10095,1
10096,1
10097,1
10103,0
10104,0
10108,0
10122,0
10123,1
10128,1
10131,1
10133,0
10134,1
10135,0
10145,1
10148,0
10154,0
10155,0
10158,0
10160,0
10161,0
10162,0
10165,0
10166,0
10167,1
10170,1
10178,1
10180,0
10181,1
10185,1
10188,1
10190,1
10196,0
10200,1
10205,1
10211,0
10216,1
10219,1
10221,0
10225,1
10227,1
10228,1
10230,1
10232,1
10233,0
10235,1
10238,0
10240,0
10242,1
10248,1
10254,1
10257,1
10261,1
10262,1
10266,1
10267,0
10271,1
10277,1
10279,1
10281,0
10282,0
10285,1
10292,1
10298,1
10300,0
10309,1
10311,1
10312,1
10319,0
10324,0
10326,0
10328,1
10343,0
10346,0
10347,0
10353,1
10354,1
10356,1
10357,1
10362,1
10363,1
10370,1
10373,1
10386,1
10388,0
10389,0
10391,1
10397,1
10400,0
10403,0
10404,0
10408,0
10417,0
10425,0
10435,0
10437,0
10438,1
10440,1
10442,1
10447,1
10452,0
10453,1
10454,0
10459,0
10460,0
10463,0
10465,1
10469,0
10474,0
10475,0
10476,0
10477,0
10480,0
10491,0
10493,0
10494,0
10495,0
10497,0
10501,0
10504,0
10507,1
10509,0
10510,0
10512,0
10514,0
10526,0
10528,0
10530,0
10531,0
10532,0
10538,0
10539,1
10542,1
10547,1
10549,0
10556,0
10569,0
10572,1
10577,1
10579,0
10586,1
10594,1
10595,1
10597,1
10602,0
10604,1
10614,0
10617,0
10618,0
10619,0
10624,0
10633,1
10634,1
10635,0
10638,1
10639,0
10642,1
10643,1
10645,1
10646,1
10649,1
10652,1
10653,1
10654,0
10661,0
10664,1
10668,0
10670,1
10674,1
10683,1
10694,0
10697,1
10699,1
10701,0
10703,1
10713,0
10714,0
10716,0
10717,0
10719,0
10725,0
10728,0
10734,0
10738,1
10740,1
10742,1
10756,1
10757,1
10758,1
10761,1
10762,1
10773,1
10778,1
10781,0
10791,0
10792,0
10796,0
10797,1
10801,0
10804,0
10806,1
10807,0
10816,1
10820,0
10828,0
10836,1
10838,1
10845,0
10856,1
10857,0
10858,0
10861,0
10865,0
10868,1
10874,1
10875,0
